building_id,building_name,building_type,city,state,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_count,energy_use_kwh,water_use_gallons,electricity_cost,gas_cost,maintenance_cost,carbon_emissions_kg,hvac_age,insulation_quality,window_type,energy_star_score,last_retrofit_year,renewable_energy_pct,estimated_retrofit_cost
B1357,Seattle Residential 94,Residential,Seattle,WA,Marine-Mild,1975,33657,5,139,374193,736939,42062.25,6846.0,125989.38,107376,21,Fair,Double Pane,41,1975,10.3,269975.77
B1358,New York Government 63,Government,New York,NY,Cold-Humid,1955,195386,21,552,5864503,2990315,553159.39,96174.69,501600.64,1876641,6,Poor,Double Pane,57,1990,0.0,1821072.97
B1359,Houston Hospital 61,Hospital,Houston,TX,Hot-Humid,1960,133743,10,338,9083000,1597957,968088.5,203233.69,283117.41,2906560,23,Good,Double Pane,47,1960,0.0,1563773.68
B1360,Denver Government 39,Government,Denver,CO,Cold-Dry,1949,59625,7,200,1772187,1574053,186343.09,34371.83,75852.04,562947,9,Good,Double Pane,63,2013,0.7,321540.34
B1361,Seattle Hospital 73,Hospital,Seattle,WA,Marine-Mild,1960,450925,29,1841,31620434,10271258,3608370.52,541243.71,564093.32,10118539,12,Fair,Double Pane,66,2015,0.0,1895743.81
B1362,Seattle Office 47,Office,Seattle,WA,Marine-Mild,1986,197920,14,622,6604411,2959290,666055.27,154934.81,511541.21,1868200,10,Poor,Triple Pane,42,1986,11.6,2203696.63
B1363,New York Office 49,Office,New York,NY,Cold-Humid,1935,244539,18,1289,5701248,5529549,637905.12,131844.61,561438.74,1824399,24,Good,Triple Pane,64,1999,0.0,2738624.87
B1364,Seattle Office 52,Office,Seattle,WA,Marine-Mild,1949,213566,11,1379,7108528,3198119,767263.8,152387.2,507539.52,2274729,6,Poor,Double Pane,64,2015,0.0,1868013.81
B1365,Phoenix Office 72,Office,Phoenix,AZ,Hot-Dry,1962,91196,10,333,2768692,1061481,300316.36,64260.25,185620.16,885981,16,Poor,Double Pane,48,2005,0.0,1203359.29
B1366,Chicago Mixed Use 16,Mixed Use,Chicago,IL,Cold-Humid,1949,254679,13,1313,5264869,2855277,456223.92,91181.17,875235.66,1684758,11,Good,Double Pane,56,1949,0.0,1442668.88
B1367,Los Angeles Office 76,Office,Los Angeles,CA,Marine-Mild,1955,64841,6,198,1484695,1445287,176210.07,31836.03,232310.69,464652,9,Good,Single Pane,47,1994,2.2,500968.18
B1368,Phoenix Hospital 48,Hospital,Phoenix,AZ,Hot-Dry,1974,240001,18,628,15732250,5526906,1862547.67,319246.77,481740.42,3398629,10,Fair,Single Pane,47,1991,32.5,2026099.5
B1369,Chicago School 41,School,Chicago,IL,Cold-Humid,1943,35025,5,104,632647,865567,71522.8,14263.4,104358.39,94998,7,Excellent,Triple Pane,92,2000,53.1,181358.17
B1370,Seattle Lab 67,Lab,Seattle,WA,Marine-Mild,1936,84598,11,384,11924896,1094160,1392467.85,251322.64,221735.25,3815967,1,Poor,Double Pane,75,1990,0.0,684220.35
B1371,Los Angeles Office 92,Office,Los Angeles,CA,Marine-Mild,1989,194365,15,744,4104186,1961060,387293.32,69302.03,629393.9,1219389,21,Good,Double Pane,46,2016,7.2,1879807.45
B1372,Phoenix Hospital 11,Hospital,Phoenix,AZ,Hot-Dry,1991,225113,19,937,14534678,5604197,1528520.92,268316.59,750479.2,4651097,8,Good,Double Pane,54,1991,0.0,942079.88
B1373,Los Angeles Lab 64,Lab,Los Angeles,CA,Marine-Mild,1968,129121,10,656,13252539,1355246,1454577.3,268742.71,350762.89,4240812,10,Good,Single Pane,47,2025,0.0,1149943.2
B1374,Los Angeles School 28,School,Los Angeles,CA,Marine-Mild,1964,95014,13,415,2419788,2424800,286643.36,45366.49,185136.3,669618,8,Poor,Double Pane,49,1996,13.5,956356.33
B1375,Denver School 44,School,Denver,CO,Cold-Dry,2007,31489,6,182,522965,386813,48169.48,10307.82,116791.01,167349,22,Excellent,Double Pane,82,2024,0.0,299786.13
B1376,Houston Retail 56,Retail,Houston,TX,Hot-Humid,1943,73593,10,228,1806508,1629963,210457.52,42811.23,240339.2,578082,1,Good,Double Pane,79,1995,0.0,378879.66
B1377,Phoenix Hospital 45,Hospital,Phoenix,AZ,Hot-Dry,2013,183759,17,461,11902280,4411882,1028911.31,190365.31,401668.86,3808729,14,Poor,Single Pane,37,2014,0.0,2725939.77
B1378,Los Angeles Residential 14,Residential,Los Angeles,CA,Marine-Mild,1999,41668,6,190,854200,980083,73888.57,15426.53,61301.16,273344,8,Poor,Double Pane,41,2000,0.0,364070.67
B1379,Seattle Residential 31,Residential,Seattle,WA,Marine-Mild,1942,147153,11,393,2388746,3650732,274540.96,48070.23,461970.04,743878,4,Fair,Double Pane,79,1942,2.7,791266.49
B1380,Seattle School 63,School,Seattle,WA,Marine-Mild,1933,95125,8,254,1396005,1983959,164011.61,31068.05,162913.42,446721,22,Good,Double Pane,33,2009,0.0,1088166.06
B1381,Seattle Residential 59,Residential,Seattle,WA,Marine-Mild,2014,94157,8,298,1628297,2160464,198505.9,33501.19,340874.69,521055,23,Poor,Single Pane,22,2020,0.0,1792713.39
B1382,Seattle Lab 42,Lab,Seattle,WA,Marine-Mild,1981,22578,7,89,2811533,312757,333863.28,65086.12,45515.49,899690,16,Good,Double Pane,47,2024,0.0,237306.78
B1383,Atlanta Lab 51,Lab,Atlanta,GA,Mixed-Humid,1965,172341,12,566,19977382,4555450,2179660.35,451818.86,571880.22,4300273,6,Good,Double Pane,71,2017,32.7,803099.87
B1384,Phoenix School 53,School,Phoenix,AZ,Hot-Dry,1975,88415,11,233,1674786,1861060,153778.44,27315.36,204877.53,535931,10,Poor,Triple Pane,63,1997,0.0,848106.05
B1385,Denver School 53,School,Denver,CO,Cold-Dry,1951,52640,7,227,1014916,981997,125508.9,15435.17,119260.32,324773,9,Good,Double Pane,76,2022,0.0,281647.12
B1386,Phoenix Government 25,Government,Phoenix,AZ,Hot-Dry,2009,97326,10,372,2052065,1312649,237165.6,39594.23,181774.58,656660,20,Fair,Single Pane,30,2010,0.0,1022129.2
B1387,Seattle Mixed Use 53,Mixed Use,Seattle,WA,Marine-Mild,1975,251767,24,847,4104758,3995544,359882.4,98103.37,718377.13,1313522,18,Excellent,Double Pane,69,1999,0.0,2671999.36
B1388,Denver Government 22,Government,Denver,CO,Cold-Dry,2010,184458,19,1004,4020446,2305809,341423.57,92528.0,230935.54,1286543,10,Excellent,Double Pane,90,2010,0.0,919409.65
B1389,Denver Hospital 52,Hospital,Denver,CO,Cold-Dry,1950,388497,28,2464,28739910,8654696,3217197.85,541328.43,1187071.11,9196771,21,Excellent,Double Pane,52,2001,0.0,4039714.04
B1390,Phoenix Lab 84,Lab,Phoenix,AZ,Hot-Dry,1961,49746,6,255,5866231,1016258,573426.82,104992.42,138937.36,1877194,18,Good,Triple Pane,58,1961,0.0,528030.91
B1391,Chicago School 12,School,Chicago,IL,Cold-Humid,1981,97322,13,620,1289560,2243929,121163.73,20942.64,319915.88,412659,24,Fair,Double Pane,37,2001,0.0,886187.51
B1392,Houston Retail 82,Retail,Houston,TX,Hot-Humid,2004,18044,6,109,486723,453795,45661.8,8123.0,40979.77,155751,8,Excellent,Single Pane,70,2007,0.0,167620.37
B1393,New York School 30,School,New York,NY,Cold-Humid,2006,50896,6,127,723454,528933,68533.75,13242.5,126098.34,231505,3,Good,Double Pane,68,2018,0.0,293174.07
B1394,Chicago Office 73,Office,Chicago,IL,Cold-Humid,1930,79682,7,422,1771525,1530435,164711.29,34852.62,184673.3,566888,24,Poor,Double Pane,37,1930,0.0,952964.82
B1395,New York Lab 23,Lab,New York,NY,Cold-Humid,1930,72679,7,381,8300030,1166649,713252.34,152152.8,89423.16,2656009,3,Poor,Triple Pane,65,1991,0.0,799000.96
B1396,New York Residential 81,Residential,New York,NY,Cold-Humid,2014,147976,16,582,2333561,1787049,241284.4,45988.97,363856.18,746739,4,Good,Double Pane,80,2021,0.0,739920.73
B1397,Phoenix Mixed Use 88,Mixed Use,Phoenix,AZ,Hot-Dry,2004,158087,15,713,3466853,3427937,356237.94,58777.16,391971.26,688600,6,Good,Single Pane,59,2004,37.9,1348450.32
B1398,New York Government 66,Government,New York,NY,Cold-Humid,2008,57357,6,203,1486331,1234616,166721.29,32005.26,128935.26,475626,16,Good,Double Pane,74,2025,0.0,481845.55
B1399,Denver Government 68,Government,Denver,CO,Cold-Dry,1931,90853,14,304,2225081,2113636,277921.72,40988.19,342399.99,712026,15,Fair,Double Pane,43,2003,0.0,535387.73
B1400,Los Angeles Mixed Use 74,Mixed Use,Los Angeles,CA,Marine-Mild,1988,189103,11,622,5843682,3109455,518378.89,129726.72,253003.51,1869978,10,Good,Double Pane,63,2010,0.0,1036084.19
B1401,Phoenix Mixed Use 54,Mixed Use,Phoenix,AZ,Hot-Dry,1958,101169,8,262,2302342,2747712,251612.3,47751.82,182053.12,655986,16,Good,Single Pane,39,2009,11.0,1319324.01
B1402,Houston Lab 84,Lab,Houston,TX,Hot-Humid,1954,89238,10,434,6886147,2468232,865108.94,125351.7,329605.96,2203567,8,Excellent,Triple Pane,85,2002,0.0,394954.73
B1403,Phoenix Lab 40,Lab,Phoenix,AZ,Hot-Dry,1936,24999,7,62,1243830,294257,104541.97,18678.76,90252.49,398025,14,Excellent,Triple Pane,79,2007,0.0,136328.38
B1404,Atlanta School 67,School,Atlanta,GA,Mixed-Humid,2003,19405,5,109,267794,295755,29019.21,6007.62,40838.68,85694,24,Fair,Double Pane,56,2018,0.0,205270.41
B1405,Houston Government 31,Government,Houston,TX,Hot-Humid,1993,28230,8,147,567923,587288,67073.2,12819.76,80963.49,181735,7,Good,Triple Pane,75,2007,0.0,134582.99
B1406,Chicago Residential 66,Residential,Chicago,IL,Cold-Humid,1963,58536,7,308,663488,1224374,64958.59,12448.01,83426.24,154049,15,Good,Single Pane,39,1997,27.4,415427.38
B1407,Houston Government 85,Government,Houston,TX,Hot-Humid,1945,58762,9,351,973149,1469121,87081.77,14876.29,208160.34,296405,5,Fair,Triple Pane,82,2020,4.8,272234.36
B1408,Seattle Hospital 35,Hospital,Seattle,WA,Marine-Mild,1955,318958,19,1011,16555408,3779215,1754472.26,348906.87,1143853.0,5216481,3,Fair,Double Pane,59,2004,1.5,1405136.88
B1409,Atlanta Retail 80,Retail,Atlanta,GA,Mixed-Humid,1953,68531,8,234,1190873,1748262,149829.57,27757.92,259099.32,381079,13,Fair,Single Pane,38,2018,0.0,589556.87
B1410,Los Angeles Office 89,Office,Los Angeles,CA,Marine-Mild,2001,141231,14,518,3021586,2417348,317627.45,50400.51,323221.15,849318,9,Fair,Single Pane,37,2001,12.2,1065195.76
B1411,Phoenix Residential 75,Residential,Phoenix,AZ,Hot-Dry,1978,119029,9,612,1229375,2736323,113239.4,25656.8,446676.04,393400,4,Good,Double Pane,66,2010,0.0,574465.98
B1412,Phoenix Government 58,Government,Phoenix,AZ,Hot-Dry,1949,56250,8,246,2022326,981150,223930.28,34562.76,213746.18,647144,11,Poor,Single Pane,37,1999,0.0,739225.85
B1413,Denver Retail 31,Retail,Denver,CO,Cold-Dry,2003,39968,6,122,1618443,871371,145559.2,25646.5,136801.2,517902,8,Poor,Single Pane,46,2022,0.0,447913.55
B1414,Seattle Hospital 73,Hospital,Seattle,WA,Marine-Mild,1999,258128,17,839,15500504,6711743,1617467.98,358002.66,363565.89,4960161,9,Good,Double Pane,67,1999,0.0,1072240.42
B1415,Denver School 37,School,Denver,CO,Cold-Dry,1983,88771,7,343,1151288,1886022,138688.1,25961.3,278528.6,368412,10,Good,Double Pane,72,1983,0.0,504243.81
B1416,New York Government 56,Government,New York,NY,Cold-Humid,1962,25851,5,158,677637,707295,72123.09,13373.23,59626.54,216844,18,Excellent,Single Pane,55,1962,0.0,289295.72
B1417,New York School 40,School,New York,NY,Cold-Humid,1981,57571,6,337,1148919,756264,122486.7,21325.18,165377.33,367654,6,Excellent,Double Pane,78,2017,0.0,248049.1
B1418,Atlanta Mixed Use 82,Mixed Use,Atlanta,GA,Mixed-Humid,1957,170709,16,840,7145485,4669616,849064.4,124310.52,574812.78,2223390,4,Poor,Double Pane,55,2003,2.8,1650572.04
B1419,Seattle Hospital 52,Hospital,Seattle,WA,Marine-Mild,2013,138361,12,574,13513148,3713178,1140424.08,212430.28,412685.48,4324207,19,Good,Single Pane,49,2013,0.0,1630921.65
B1420,Denver Office 93,Office,Denver,CO,Cold-Dry,2006,103252,11,363,2931307,1683382,325429.18,58257.3,167486.27,938018,24,Good,Single Pane,48,2006,0.0,1603663.48
B1421,Denver School 80,School,Denver,CO,Cold-Dry,1940,80857,10,279,1438519,1468689,168933.45,24382.22,263390.49,460326,8,Fair,Double Pane,65,2025,0.0,352633.95
B1422,Chicago Lab 90,Lab,Chicago,IL,Cold-Humid,1953,161715,15,408,17903317,3925885,1680048.61,328249.42,595949.39,5729061,2,Good,Double Pane,59,2006,0.0,718619.16
B1423,Houston Residential 98,Residential,Houston,TX,Hot-Humid,1982,41326,6,108,817687,446953,84749.21,15393.57,133613.49,261660,9,Good,Double Pane,60,2015,0.0,240122.65
B1424,Denver Hospital 31,Hospital,Denver,CO,Cold-Dry,2015,171202,14,1007,8157531,2650856,839114.42,147617.69,300508.26,2610410,12,Excellent,Triple Pane,82,2019,0.0,1002212.24
B1425,Atlanta Government 11,Government,Atlanta,GA,Mixed-Humid,2011,81781,8,466,1970860,2009326,208616.13,30190.46,234038.06,497724,6,Poor,Double Pane,49,2022,21.1,831793.61
B1426,Phoenix Lab 32,Lab,Phoenix,AZ,Hot-Dry,1988,113949,10,388,12032454,2043561,1211787.27,220018.99,162127.93,3850385,9,Fair,Double Pane,65,2002,0.0,528997.14
B1427,Atlanta Mixed Use 59,Mixed Use,Atlanta,GA,Mixed-Humid,1966,295375,16,1238,6160693,7668988,669905.76,130074.32,693544.96,1971421,14,Fair,Double Pane,60,2005,0.0,1376846.98
B1428,Denver Office 80,Office,Denver,CO,Cold-Dry,2008,23171,3,116,595153,346713,66148.88,10021.34,27992.61,190449,11,Fair,Double Pane,65,2021,0.0,111270.28
B1429,New York Office 91,Office,New York,NY,Cold-Humid,2003,219622,13,666,4405886,3279920,381543.7,90427.46,609560.44,1409883,12,Fair,Triple Pane,64,2003,0.0,1229375.69
B1430,Los Angeles Office 85,Office,Los Angeles,CA,Marine-Mild,2014,151417,13,597,3799195,1913612,323113.47,88812.78,459228.64,1215742,18,Fair,Double Pane,35,2016,0.0,1418304.89
B1431,New York School 49,School,New York,NY,Cold-Humid,1979,76770,9,338,970803,1997689,94005.37,15766.84,235925.33,310657,3,Good,Double Pane,75,2022,0.0,414582.89
B1432,Houston Government 72,Government,Houston,TX,Hot-Humid,1987,118418,10,379,2118248,2293248,184120.53,35299.84,178815.0,677839,19,Good,Double Pane,64,2021,0.0,1100567.75
B1433,Phoenix Retail 85,Retail,Phoenix,AZ,Hot-Dry,2001,20714,7,51,381330,510322,34094.28,8897.08,29238.15,122025,10,Good,Triple Pane,81,2001,0.0,90637.89
B1434,New York Lab 76,Lab,New York,NY,Cold-Humid,1960,22219,4,76,2608851,312971,227262.31,49149.66,35345.05,834832,17,Fair,Triple Pane,74,2021,0.0,265935.92
B1435,New York School 65,School,New York,NY,Cold-Humid,1969,92287,11,275,1716733,2352709,174177.44,33969.96,120934.71,549354,15,Good,Triple Pane,62,2024,0.0,486533.71
B1436,Atlanta Retail 86,Retail,Atlanta,GA,Mixed-Humid,1933,20510,5,105,593537,216183,57598.38,13208.49,32607.77,189931,8,Good,Single Pane,37,2014,0.0,144261.3
B1437,Chicago Mixed Use 86,Mixed Use,Chicago,IL,Cold-Humid,1979,68747,9,190,2108496,1597677,262276.84,38726.63,234649.69,674718,19,Poor,Double Pane,30,2013,0.0,854187.8
B1438,Atlanta Retail 87,Retail,Atlanta,GA,Mixed-Humid,2001,76439,9,216,1177070,1195763,125021.61,20607.51,254541.97,376662,6,Excellent,Triple Pane,90,2012,0.0,411136.37
B1439,New York Mixed Use 80,Mixed Use,New York,NY,Cold-Humid,1996,264075,17,1030,6904417,5963956,824407.99,104801.33,965881.79,2209413,2,Poor,Single Pane,40,2006,0.0,3880043.5
B1440,Chicago Government 55,Government,Chicago,IL,Cold-Humid,1944,179506,13,1072,3526648,4342052,431480.82,62610.93,519948.3,1128527,14,Good,Double Pane,65,1944,0.0,791259.83
B1441,Seattle Hospital 53,Hospital,Seattle,WA,Marine-Mild,1975,491591,30,1581,46914363,5692247,4845853.1,1103764.25,1486328.31,15012596,22,Good,Single Pane,23,2004,0.0,5830171.37
B1442,Seattle Residential 10,Residential,Seattle,WA,Marine-Mild,1966,142590,10,642,1921940,1513135,229464.13,33410.13,471111.94,569376,13,Fair,Single Pane,49,2021,7.4,968398.9
B1443,Seattle Residential 80,Residential,Seattle,WA,Marine-Mild,1989,26780,5,96,360958,687239,43975.62,6473.4,46768.9,115506,20,Fair,Double Pane,53,1998,0.0,245142.09
B1444,Los Angeles Retail 67,Retail,Los Angeles,CA,Marine-Mild,1961,37442,4,111,1307238,891766,147826.63,29666.22,121931.7,418316,11,Fair,Double Pane,45,1998,0.0,187237.84
B1445,Houston School 16,School,Houston,TX,Hot-Humid,1981,98068,15,251,1353385,2294082,147443.28,21257.28,274844.1,433083,14,Fair,Double Pane,58,1995,0.0,401224.12
B1446,Chicago Office 35,Office,Chicago,IL,Cold-Humid,1933,178105,14,459,5372049,2104304,505124.06,81744.86,227441.23,1719055,24,Fair,Double Pane,34,1990,0.0,1637349.67
B1447,Denver Office 20,Office,Denver,CO,Cold-Dry,1964,213881,21,791,6654593,2387245,711460.58,105053.17,399896.33,2129469,11,Good,Double Pane,52,2009,0.0,861117.15
B1448,New York Government 93,Government,New York,NY,Cold-Humid,2005,118073,16,361,4298227,2303963,420220.01,75675.42,241976.51,1375432,6,Poor,Single Pane,52,2005,0.0,1305271.89
B1449,Seattle Lab 65,Lab,Seattle,WA,Marine-Mild,1935,156602,16,568,14666957,2319088,1614482.22,344689.74,459961.74,4693426,22,Poor,Double Pane,38,2016,0.0,1955986.13
B1450,Atlanta Mixed Use 29,Mixed Use,Atlanta,GA,Mixed-Humid,1964,170552,12,769,4793579,2732845,585228.8,75132.13,261187.24,1517022,17,Fair,Triple Pane,48,1964,1.1,1815589.22
B1451,Seattle Lab 25,Lab,Seattle,WA,Marine-Mild,1995,33354,7,121,3491766,593553,359310.48,63681.29,113048.82,1117365,17,Poor,Triple Pane,55,2000,0.0,489264.12
B1452,Phoenix Retail 84,Retail,Phoenix,AZ,Hot-Dry,1944,60848,6,339,2174839,1586753,183212.9,47144.27,163697.34,695948,22,Poor,Triple Pane,43,2015,0.0,967941.15
B1453,Chicago Mixed Use 66,Mixed Use,Chicago,IL,Cold-Humid,1991,281876,21,1196,6753491,3722330,669802.82,156362.29,647418.52,2073635,8,Good,Triple Pane,82,1991,4.0,1439425.92
B1454,Seattle Hospital 43,Hospital,Seattle,WA,Marine-Mild,1952,226677,22,911,11955905,5086385,1287274.78,195207.34,355907.22,3825889,21,Fair,Double Pane,50,1952,0.0,2093189.75
B1455,Phoenix Mixed Use 68,Mixed Use,Phoenix,AZ,Hot-Dry,2012,69698,6,346,1755415,1530147,204104.68,31531.82,253701.59,560720,23,Good,Double Pane,38,2012,0.2,676089.09
B1456,Atlanta Residential 57,Residential,Atlanta,GA,Mixed-Humid,1969,99817,8,649,1355677,1289981,143399.83,29163.48,151383.25,433816,20,Fair,Double Pane,34,2015,0.0,899471.7
B1457,Phoenix Lab 84,Lab,Phoenix,AZ,Hot-Dry,1960,23938,4,87,2353080,531887,202901.83,36567.35,82219.68,752985,20,Fair,Double Pane,44,2020,0.0,232565.14
B1458,Seattle Mixed Use 93,Mixed Use,Seattle,WA,Marine-Mild,1966,119845,13,515,2903072,2726658,300619.9,47472.45,185174.96,926382,3,Good,Double Pane,65,2007,0.3,547177.35
B1459,Houston Residential 45,Residential,Houston,TX,Hot-Humid,2013,121082,17,412,2247285,2805991,208699.17,43151.06,319881.43,719131,19,Good,Double Pane,66,2019,0.0,1362593.62
B1460,New York Retail 58,Retail,New York,NY,Cold-Humid,1976,16573,3,42,305431,410577,30502.56,6814.92,56846.12,97738,12,Good,Triple Pane,77,2019,0.0,86101.5
B1461,Chicago Hospital 43,Hospital,Chicago,IL,Cold-Humid,1941,423326,26,1072,22184503,10221498,2755059.98,512759.44,914738.18,7099041,11,Good,Triple Pane,74,2019,0.0,1796846.38
B1462,New York Retail 50,Retail,New York,NY,Cold-Humid,2016,75336,9,273,1651941,1248295,206700.15,30142.64,242857.28,528621,23,Good,Double Pane,42,2025,0.0,789803.31
B1463,Atlanta Office 27,Office,Atlanta,GA,Mixed-Humid,2002,109058,8,463,3068856,1491822,303628.05,48086.83,374764.77,982034,21,Poor,Single Pane,20,2025,0.0,1994083.32
B1464,Seattle Hospital 27,Hospital,Seattle,WA,Marine-Mild,1977,219778,12,691,13632875,2988878,1644395.54,317637.8,727243.64,4362520,9,Fair,Double Pane,67,2016,0.0,1149339.93
B1465,Denver Government 84,Government,Denver,CO,Cold-Dry,2008,163024,15,521,3409491,2173648,416538.19,63754.83,301270.8,1091037,19,Excellent,Double Pane,63,2019,0.0,1342811.34
B1466,New York Retail 53,Retail,New York,NY,Cold-Humid,1979,79771,7,526,1338430,1049491,157364.86,25836.63,238171.06,428297,6,Excellent,Single Pane,66,1979,0.0,656662.48
B1467,Denver School 49,School,Denver,CO,Cold-Dry,1961,69746,6,202,1542762,1360391,137590.49,26637.32,189450.18,493684,23,Fair,Double Pane,47,1999,0.0,579450.74
B1468,New York Lab 51,Lab,New York,NY,Cold-Humid,1990,69978,8,215,7697084,1674555,673877.08,170165.45,121719.28,2463067,4,Poor,Double Pane,43,2013,0.0,654998.52
B1469,Atlanta Mixed Use 56,Mixed Use,Atlanta,GA,Mixed-Humid,1957,273327,17,1251,5815566,3605360,576967.32,131772.81,730556.79,1800924,12,Good,Double Pane,70,2022,3.2,1532552.11
B1470,Atlanta Residential 33,Residential,Atlanta,GA,Mixed-Humid,1985,12239,5,36,125836,269528,13468.97,2797.9,22990.26,40267,11,Excellent,Double Pane,82,2012,0.0,71721.18
B1471,Chicago Retail 53,Retail,Chicago,IL,Cold-Humid,1948,34166,7,89,973630,764427,117545.48,20430.97,104097.93,311561,1,Good,Double Pane,73,2023,0.0,149368.83
B1472,Chicago Government 36,Government,Chicago,IL,Cold-Humid,1994,164470,12,551,4297959,2313074,450753.21,82192.25,554188.33,1375347,14,Fair,Double Pane,63,2015,0.0,681790.4
B1473,Phoenix Office 49,Office,Phoenix,AZ,Hot-Dry,1996,126457,9,470,3168507,1290178,300945.13,56747.04,428221.73,649828,22,Fair,Double Pane,55,2019,35.9,1103948.11
B1474,Seattle Lab 96,Lab,Seattle,WA,Marine-Mild,1936,40629,8,192,3064403,609961,288525.52,56812.05,119438.53,980609,23,Good,Triple Pane,64,1936,0.0,432890.99
B1475,Seattle Lab 18,Lab,Seattle,WA,Marine-Mild,1953,85879,11,344,7268578,1643687,692112.78,113890.21,213711.42,2300162,10,Fair,Triple Pane,78,1998,1.1,388692.69
B1476,Denver Mixed Use 44,Mixed Use,Denver,CO,Cold-Dry,1942,228993,13,699,5908366,3942143,500647.65,111893.66,753383.15,1566691,11,Fair,Single Pane,60,2022,17.1,1988766.87
B1477,Denver Office 48,Office,Denver,CO,Cold-Dry,1985,182287,18,631,4007088,2795776,365328.38,77242.98,380199.71,1282268,24,Fair,Single Pane,37,2018,0.0,2412225.41
B1478,New York Office 15,Office,New York,NY,Cold-Humid,1951,104678,10,475,2264242,2605456,229943.61,37543.18,192601.33,695685,15,Good,Double Pane,56,2022,4.0,456590.95
B1479,Los Angeles Residential 58,Residential,Los Angeles,CA,Marine-Mild,1997,124413,9,682,1462578,1859676,179331.25,27693.91,276243.44,468025,14,Fair,Double Pane,60,2004,0.0,727999.93
B1480,Los Angeles Mixed Use 22,Mixed Use,Los Angeles,CA,Marine-Mild,1998,153365,14,968,4125259,2014106,350385.54,75136.67,551294.55,1320082,19,Good,Single Pane,46,2016,0.0,1915566.37
B1481,Seattle Lab 15,Lab,Seattle,WA,Marine-Mild,1990,76226,7,490,10311361,831497,991956.75,233687.31,134388.16,3299635,22,Poor,Single Pane,23,1997,0.0,1516586.3
B1482,Seattle Lab 16,Lab,Seattle,WA,Marine-Mild,2011,31937,5,140,3756398,689479,372321.95,73655.32,99924.64,1202047,21,Fair,Double Pane,48,2021,0.0,361260.02
B1483,Phoenix Retail 58,Retail,Phoenix,AZ,Hot-Dry,1953,63280,10,163,1226339,1302391,139077.67,27506.89,188953.89,392428,18,Fair,Double Pane,57,1990,0.0,616467.71
B1484,Chicago Government 10,Government,Chicago,IL,Cold-Humid,1952,141776,16,567,4211505,3142286,399964.79,82767.33,471549.42,1295576,23,Poor,Double Pane,32,2014,3.9,2140410.95
B1485,Los Angeles Hospital 71,Hospital,Los Angeles,CA,Marine-Mild,2016,117990,8,502,8458116,1892715,936276.08,139287.26,320139.95,2706597,24,Poor,Double Pane,31,2016,0.0,1618359.78
B1486,New York Government 86,Government,New York,NY,Cold-Humid,1994,108755,11,307,3075492,1206173,363934.35,47323.54,208296.25,984157,2,Good,Single Pane,55,2012,0.0,1035820.59
B1487,Seattle Hospital 23,Hospital,Seattle,WA,Marine-Mild,1998,325753,25,851,28407387,8547269,3565068.55,646478.5,996394.17,9090363,2,Fair,Double Pane,72,2006,0.0,1679658.52
B1488,Houston Retail 60,Retail,Houston,TX,Hot-Humid,1957,8605,2,43,217189,160801,19787.66,3343.95,25519.57,62747,3,Fair,Single Pane,78,1991,9.7,59103.6
B1489,Phoenix Office 26,Office,Phoenix,AZ,Hot-Dry,1985,82597,10,228,2259040,2149323,280098.71,53000.53,290083.13,558834,22,Good,Double Pane,66,1985,22.7,684651.57
B1490,Seattle Government 82,Government,Seattle,WA,Marine-Mild,1969,185880,14,734,4533858,4995472,490601.96,91782.46,391924.34,1209581,2,Good,Triple Pane,91,2019,16.6,838166.07
B1491,Chicago Residential 32,Residential,Chicago,IL,Cold-Humid,1976,41765,6,107,726446,1125321,76148.54,13214.9,86409.14,205585,4,Good,Triple Pane,75,2010,11.6,214053.72
B1492,New York Lab 58,Lab,New York,NY,Cold-Humid,1960,58657,11,300,5482266,1384215,541723.18,120954.67,204668.92,1754325,3,Good,Double Pane,78,2006,0.0,302613.63
B1493,Seattle Lab 56,Lab,Seattle,WA,Marine-Mild,2004,163396,11,764,17872880,2137259,1810548.41,305525.79,321460.84,5719321,1,Poor,Double Pane,62,2017,0.0,1250603.6
B1494,Atlanta Lab 42,Lab,Atlanta,GA,Mixed-Humid,1997,59338,6,354,3452872,1363280,368353.67,77430.67,154548.41,958513,12,Good,Triple Pane,61,2006,13.3,269767.15
B1495,Los Angeles School 48,School,Los Angeles,CA,Marine-Mild,2006,66476,12,170,964131,1475484,103779.26,21950.97,178970.68,308522,23,Fair,Single Pane,35,2023,0.0,851324.41
B1496,Chicago Office 42,Office,Chicago,IL,Cold-Humid,1956,234127,13,1438,4703930,3437888,457284.14,90138.61,644874.14,1365305,24,Fair,Triple Pane,74,2005,9.3,2301828.87
B1497,Denver Residential 43,Residential,Denver,CO,Cold-Dry,1957,20661,6,79,288917,268768,35388.47,6665.62,46412.1,92453,20,Good,Double Pane,47,1998,0.0,199581.44
B1498,Phoenix Office 66,Office,Phoenix,AZ,Hot-Dry,1936,84888,7,352,2062326,2295351,197501.31,36379.27,255763.2,659944,24,Good,Double Pane,55,1936,0.0,951676.07
B1499,New York Lab 62,Lab,New York,NY,Cold-Humid,1988,94735,7,624,7457169,1377053,765296.17,154965.07,133312.97,2386294,7,Excellent,Single Pane,64,2022,0.0,745455.79
